,location,total_sqft,bath,price,bhk
592,Anekal,620.0,1.0,23.5,2
593,Anekal,1150.0,3.0,45.0,3
596,Anekal,400.0,1.0,11.5,1
597,Anekal,456.0,1.0,15.0,1
600,Anekal,2400.0,4.0,95.0,3
602,Anekal,1733.5,3.0,120.0,3
605,Anekal,420.0,1.0,12.5,1
606,Anekal,614.0,1.0,28.0,2
607,Anekal,1140.0,2.0,52.0,2
608,Anekal,625.0,1.0,25.0,2
609,Anjanapura,1500.0,3.0,139.0,3
611,Anjanapura,1070.0,2.0,39.0,2
612,Anjanapura,1500.0,3.0,121.0,3
613,Anjanapura,1070.0,2.0,37.0,2
614,Anjanapura,600.0,2.0,55.0,1
615,Anjanapura,950.0,2.0,40.0,2
616,Anjanapura,1280.0,2.0,45.0,3
617,Anjanapura,710.0,2.0,25.0,2
619,Anjanapura,950.0,2.0,32.0,2
620,Anjanapura,1200.0,3.0,165.0,3
622,Anjanapura,1843.0,3.0,87.54,3
623,Anjanapura,1076.0,2.0,30.13,2
624,Anjanapura,950.0,2.0,30.0,2
625,Ardendale,1100.0,2.0,43.25,2
626,Ardendale,1750.0,3.0,100.0,3
627,Ardendale,3198.0,4.0,200.0,4
628,Ardendale,2422.0,4.0,160.0,4
629,Ardendale,1750.0,3.0,100.0,3
630,Ardendale,3200.0,4.0,205.0,4
631,Ardendale,1728.0,3.0,95.0,3
632,Ardendale,1100.0,2.0,48.0,2
633,Ardendale,4355.0,3.0,350.0,5
634,Ardendale,3198.0,4.0,250.0,4
635,Ardendale,2062.0,3.0,140.0,4
636,Ardendale,1732.46,3.0,92.0,3
637,Ardendale,2062.0,3.0,150.0,4
639,Ardendale,1224.0,2.0,70.0,2
640,Ardendale,1777.26,3.0,105.0,3
641,Ardendale,1650.0,3.0,82.0,3
642,Ardendale,2062.0,3.0,140.0,4
643,Ardendale,1650.0,3.0,82.0,3
644,Ardendale,1224.0,2.0,67.0,2
645,Ardendale,1723.0,3.0,95.0,3
646,Ardendale,1777.26,3.0,89.0,3
647,Ardendale,1777.26,3.0,92.0,3
648,Ardendale,2500.0,3.0,250.0,3
649,Arekere,1222.0,2.0,45.0,2
650,Arekere,2060.0,3.0,140.0,3
651,Arekere,920.0,2.0,40.0,2
652,Arekere,1740.0,2.0,95.0,3
653,Arekere,1190.0,2.0,55.0,2
654,Arekere,600.0,1.0,28.0,1
655,Arekere,2072.0,3.0,108.0,3
656,Arekere,1100.0,2.0,55.0,2
657,Arekere,1445.0,2.0,125.0,3
658,Arekere,900.0,2.0,50.0,2
659,Arekere,2060.0,3.0,150.0,3
661,Arekere,2400.0,3.0,180.0,3
662,Arekere,1240.0,2.0,60.0,2
663,Arekere,900.0,2.0,44.5,2
664,Attibele,450.0,1.0,11.0,1
666,Attibele,656.0,2.0,25.0,2
667,Attibele,400.0,1.0,11.0,1
668,Attibele,400.0,1.0,12.0,1
669,Attibele,400.0,1.0,14.0,1
670,Attibele,500.0,1.0,17.0,1
672,Attibele,395.0,1.0,10.25,1
673,Attibele,3640.0,4.0,275.0,4
674,Attibele,420.0,1.0,17.0,1
676,Attibele,418.0,1.0,12.0,1
677,Attibele,1350.0,3.0,85.0,3
678,Attibele,1200.0,2.0,42.0,2
679,Attibele,400.0,1.0,10.0,1
680,Attibele,695.0,1.0,25.0,2
681,Attibele,850.0,1.0,25.0,2
682,Attibele,2400.0,3.0,120.0,3
683,Attibele,450.0,1.0,12.5,1
687,Attibele,782.0,1.0,19.55,1
689,Attibele,656.0,2.0,25.0,2
690,Attibele,400.0,1.0,11.5,1
691,Attibele,460.0,1.0,13.0,1
692,Attibele,418.0,2.0,11.5,1
693,Attibele,1000.0,2.0,42.0,2
694,Attibele,550.0,1.0,11.5,1
695,Attibele,1000.0,3.0,90.0,3
696,Attibele,1200.0,3.0,105.0,3
698,Attibele,410.0,1.0,10.0,1
699,Attibele,1200.0,3.0,110.0,3
700,Attibele,2400.0,2.0,250.0,4
701,Attibele,1700.0,3.0,65.0,3
702,Attibele,400.0,1.0,10.25,1
703,Attibele,656.0,2.0,25.0,2
704,Attibele,1500.0,3.0,90.0,3
705,Attibele,520.0,1.0,15.0,1
706,BEML Layout,1060.0,2.0,55.0,2
708,BEML Layout,999.0,2.0,45.0,2
709,BEML Layout,2400.0,4.0,225.0,5
711,BEML Layout,1194.0,2.0,65.0,2
712,BEML Layout,1200.0,2.0,67.0,2
713,BEML Layout,1200.0,5.0,325.0,3
714,BEML Layout,2400.0,2.0,228.0,2
717,BEML Layout,1194.0,2.0,65.0,2
718,BTM 2nd Stage,1260.0,5.0,185.0,3
719,BTM 2nd Stage,950.0,2.0,52.0,2
720,BTM 2nd Stage,1850.0,3.0,170.0,3
721,BTM 2nd Stage,1200.0,2.0,80.0,2
722,BTM 2nd Stage,1500.0,2.0,450.0,4
723,BTM 2nd Stage,1274.0,2.0,70.0,2
724,BTM 2nd Stage,1280.0,2.0,80.0,2
725,BTM 2nd Stage,1100.0,2.0,70.0,2
726,BTM 2nd Stage,1000.0,2.0,58.0,2
727,BTM 2nd Stage,800.0,2.0,175.0,2
728,BTM 2nd Stage,2990.0,5.0,416.0,5
729,BTM 2nd Stage,2200.0,3.0,220.0,3
730,BTM 2nd Stage,2780.0,4.0,325.0,3
731,BTM 2nd Stage,2400.0,2.0,360.0,3
732,BTM 2nd Stage,965.0,2.0,56.0,2
733,BTM 2nd Stage,1147.0,2.0,75.0,2
734,BTM 2nd Stage,2400.0,3.0,400.0,4
735,BTM 2nd Stage,1750.0,3.0,172.0,3
736,BTM 2nd Stage,1400.0,2.0,90.0,2
737,BTM 2nd Stage,1200.0,2.0,70.0,2
738,BTM 2nd Stage,930.0,2.0,46.0,2
739,BTM 2nd Stage,2500.0,3.0,345.0,3
740,BTM Layout,1150.0,2.0,63.0,2
741,BTM Layout,3000.0,3.0,338.0,3
742,BTM Layout,3300.0,6.0,165.0,6
743,BTM Layout,1450.0,2.0,81.0,3
744,BTM Layout,1776.0,2.0,75.0,3
745,BTM Layout,1458.0,3.0,79.0,3
746,BTM Layout,935.0,2.0,51.5,2
747,BTM Layout,1020.0,2.0,46.5,2
748,BTM Layout,1600.0,3.0,112.0,3
749,BTM Layout,1300.0,2.0,75.0,3
750,BTM Layout,1540.0,2.0,78.0,3
751,BTM Layout,450.0,1.0,20.0,1
752,BTM Layout,2400.0,3.0,220.0,3
753,BTM Layout,1196.0,2.0,56.81,2
754,BTM Layout,1470.0,2.0,99.0,3
759,Babusapalaya,1675.0,3.0,75.0,3
760,Babusapalaya,1141.0,2.0,46.0,2
761,Babusapalaya,1084.0,2.0,58.0,2
762,Babusapalaya,1500.0,2.0,57.0,2
764,Babusapalaya,1050.0,2.0,45.0,2
765,Babusapalaya,1141.0,2.0,45.9,2
768,Babusapalaya,1105.0,2.0,40.0,2
769,Babusapalaya,1410.0,2.0,65.0,3
770,Babusapalaya,1305.0,2.0,70.0,2
771,Babusapalaya,1450.0,2.0,55.99,2
772,Babusapalaya,1100.0,2.0,38.0,2
774,Babusapalaya,1200.0,2.0,105.0,2
775,Babusapalaya,1061.0,2.0,33.84,2
776,Babusapalaya,1061.0,2.0,38.95,2
777,Babusapalaya,1061.0,2.0,34.0,2
778,Babusapalaya,1245.0,2.0,58.0,2
779,Badavala Nagar,1494.0,2.0,94.55,3
780,Badavala Nagar,1274.0,2.0,81.0,2
781,Badavala Nagar,1842.0,3.0,115.0,3
782,Badavala Nagar,1494.0,2.0,94.55,3
783,Badavala Nagar,1145.0,2.0,57.0,2
784,Badavala Nagar,1274.0,2.0,81.0,2
785,Badavala Nagar,1494.0,2.0,94.55,3
786,Badavala Nagar,1842.0,3.0,115.0,3
787,Badavala Nagar,1842.0,3.0,115.0,3
788,Badavala Nagar,1842.0,3.0,115.0,3
789,Badavala Nagar,1274.0,2.0,90.0,2
790,Badavala Nagar,1274.0,2.0,90.0,2
791,Balagere,1210.0,2.0,80.9,2
795,Balagere,1205.0,2.0,78.5,2
797,Balagere,790.5,1.0,41.9,1
800,Balagere,1012.0,2.0,75.0,2
801,Balagere,1020.07,2.0,68.38,2
802,Balagere,1205.47,2.0,81.0,2
803,Balagere,1007.0,2.0,65.0,2
804,Balagere,656.0,1.0,53.0,1
807,Balagere,1210.0,2.0,83.0,2
808,Balagere,675.0,1.0,45.0,1
809,Balagere,656.0,1.0,43.0,1
811,Balagere,1012.0,2.0,64.0,2
813,Balagere,1007.0,2.0,67.0,2
814,Balagere,1007.0,2.0,66.0,2
817,Balagere,1007.0,2.0,75.0,2
818,Balagere,645.0,1.0,34.18,1
821,Balagere,790.5,1.0,42.295,1
822,Balagere,1012.0,2.0,65.0,2
823,Balagere,656.0,1.0,38.77,1
824,Balagere,645.0,1.0,39.0,1
825,Balagere,645.0,1.0,41.0,1
826,Balagere,1210.0,2.0,82.0,2
827,Balagere,661.0,1.0,33.0,1
828,Balagere,656.0,1.0,34.77,1
830,Balagere,1012.0,2.0,70.0,2
831,Balagere,645.0,1.0,55.0,1
832,Balagere,1007.0,2.0,68.0,2
834,Balagere,1205.0,2.0,79.0,2
835,Balagere,1012.0,2.0,68.0,2
837,Banashankari,1077.0,2.0,37.64,2
838,Banashankari,1470.0,2.0,88.64,3
839,Banashankari,1300.0,2.0,75.0,3
840,Banashankari,1800.0,3.0,115.0,3
841,Banashankari,1125.0,2.0,63.0,2
842,Banashankari,2400.0,2.0,460.0,2
844,Banashankari,1310.0,2.0,80.0,2
845,Banashankari,2400.0,3.0,370.0,4
847,Banashankari,1900.0,2.0,170.0,3
848,Banashankari,1260.0,2.0,75.0,2
849,Banashankari,1170.0,2.0,46.79,2
851,Banashankari,1350.0,2.0,83.0,3
853,Banashankari,1330.0,2.0,78.0,2
854,Banashankari,1400.0,2.0,78.0,3
855,Banashankari,1700.0,3.0,125.0,3
856,Banashankari,1020.0,2.0,40.79,2
857,Banashankari,1600.0,2.0,63.98,2
858,Banashankari,1041.0,2.0,36.44,2
859,Banashankari,3580.0,3.0,411.0,3
860,Banashankari,2400.0,1.0,200.0,1
861,Banashankari,1390.0,2.0,86.0,2
862,Banashankari,1460.0,2.0,70.0,2
863,Banashankari,1200.0,2.0,60.0,2
864,Banashankari,1290.0,2.0,80.0,2
865,Banashankari,2582.0,5.0,250.0,3
866,Banashankari,1186.0,2.0,65.0,2
867,Banashankari,1650.0,3.0,101.0,3
869,Banashankari,1181.0,2.0,75.0,2
870,Banashankari,1105.0,2.0,90.0,2
871,Banashankari,720.0,1.0,60.0,1
872,Banashankari,1040.0,2.0,45.0,2
873,Banashankari,1330.0,2.0,77.0,2
874,Banashankari,1200.0,2.0,49.0,2
875,Banashankari,1185.0,2.0,67.0,2
876,Banashankari,1000.0,2.0,50.0,2
878,Banashankari,1650.0,3.0,101.0,3
879,Banashankari,1310.0,2.0,80.43,2
880,Banashankari,600.0,1.0,27.0,2
881,Banashankari,1430.0,2.0,87.8,2
882,Banashankari,1020.0,2.0,42.83,2
885,Banashankari,1683.0,3.0,115.0,3
886,Banashankari,1800.0,3.0,125.0,3
887,Banashankari,1175.0,2.0,41.13,2
889,Banashankari,1800.0,3.0,175.0,3
890,Banashankari,1450.0,2.0,50.75,2
891,Banashankari,1770.0,3.0,108.0,3
892,Banashankari,1800.0,3.0,125.0,3
894,Banashankari,1886.0,3.0,205.0,3
896,Banashankari,1200.0,3.0,74.52,3
897,Banashankari,1100.0,2.0,63.0,2
898,Banashankari,1020.0,2.0,40.79,2
899,Banashankari,2400.0,4.0,500.0,4
900,Banashankari,1260.0,2.0,75.0,2
901,Banashankari,2400.0,4.0,470.0,4
902,Banashankari,1040.0,2.0,109.0,3
904,Banashankari,1426.0,3.0,85.0,3
905,Banashankari Stage II,1700.0,2.0,150.0,2
906,Banashankari Stage II,1200.0,2.0,150.0,4
907,Banashankari Stage II,1500.0,2.0,120.0,3
908,Banashankari Stage II,2400.0,3.0,510.0,5
909,Banashankari Stage II,1500.0,2.0,650.0,4
910,Banashankari Stage II,1250.0,2.0,110.0,2
911,Banashankari Stage II,1260.0,2.0,95.0,3
912,Banashankari Stage II,2400.0,2.0,300.0,3
913,Banashankari Stage II,1400.0,2.0,100.0,2
914,Banashankari Stage II,2800.0,3.0,425.0,5
915,Banashankari Stage II,3000.0,3.0,450.0,3
916,Banashankari Stage II,1200.0,2.0,198.0,3
917,Banashankari Stage II,1245.0,2.0,125.0,2
918,Banashankari Stage III,1305.0,2.0,58.7,3
919,Banashankari Stage III,1145.0,2.0,58.4,2
920,Banashankari Stage III,1650.0,3.0,118.0,3
921,Banashankari Stage III,2400.0,4.0,240.0,4
922,Banashankari Stage III,1350.0,2.0,68.0,3
924,Banashankari Stage III,1305.0,2.0,59.0,3
925,Banashankari Stage III,1305.0,2.0,60.0,3
926,Banashankari Stage III,1200.0,2.0,42.0,2
927,Banashankari Stage III,1305.0,2.0,59.0,3
928,Banashankari Stage III,1480.0,3.0,75.48,3
929,Banashankari Stage III,1305.0,2.0,59.0,3
930,Banashankari Stage III,1304.0,2.0,111.0,2
931,Banashankari Stage III,1200.0,6.0,170.0,4
932,Banashankari Stage III,910.0,2.0,160.0,2
933,Banashankari Stage III,1000.0,2.0,120.0,3
934,Banashankari Stage III,3000.0,6.0,150.0,6
935,Banashankari Stage III,1085.0,2.0,50.0,2
936,Banashankari Stage III,1500.0,2.0,100.0,3
937,Banashankari Stage III,1350.0,1.0,145.0,1
938,Banashankari Stage III,2100.0,3.0,147.0,4
939,Banashankari Stage III,1420.0,2.0,95.0,3
940,Banashankari Stage V,1300.0,2.0,58.5,3
941,Banashankari Stage V,1305.0,2.0,49.0,3
942,Banashankari Stage V,1035.0,2.0,35.77,2
943,Banashankari Stage V,1355.0,2.0,61.0,3
944,Banashankari Stage V,1510.0,3.0,47.57,3
945,Banashankari Stage V,1650.0,3.0,51.98,3
946,Banashankari Stage V,1630.0,3.0,51.35,3
947,Banashankari Stage V,1510.0,3.0,47.57,3
948,Banashankari Stage V,1315.0,2.0,49.0,3
949,Banashankari Stage V,1540.0,3.0,48.51,3
950,Banashankari Stage V,1200.0,4.0,240.0,3
951,Banashankari Stage V,920.0,2.0,41.5,2
952,Banashankari Stage VI,1177.5,2.0,59.935,2
953,Banashankari Stage VI,4800.0,4.0,190.0,4
954,Banashankari Stage VI,2800.0,4.0,89.0,4
955,Banashankari Stage VI,1200.0,4.0,195.0,4
956,Banashankari Stage VI,2200.0,4.0,195.0,4
957,Banashankari Stage VI,1160.0,2.0,59.0,2
958,Banashankari Stage VI,1180.0,2.0,59.47,2
959,Banashankari Stage VI,1423.0,2.0,71.73,3
960,Banashankari Stage VI,1392.0,3.0,69.46,3
961,Banashankari Stage VI,1410.5,2.0,70.385,3
962,Banashankari Stage VI,4800.0,3.0,200.0,4
963,Banaswadi,1184.0,2.0,53.0,2
964,Banaswadi,1145.0,2.0,55.0,2
965,Banaswadi,6150.0,6.0,830.0,7
966,Banaswadi,1250.0,2.0,60.0,2
967,Banaswadi,1365.0,2.0,73.0,2
968,Banaswadi,1903.0,6.0,140.0,5
969,Banaswadi,1222.0,2.0,80.0,2
970,Banaswadi,870.0,2.0,38.0,2
971,Banaswadi,1200.0,2.0,60.0,2
973,Banaswadi,527.0,1.0,35.0,1
974,Banaswadi,1340.0,2.0,73.0,2
975,Banaswadi,1008.0,2.0,52.0,2
976,Banaswadi,2250.0,5.0,240.0,5
977,Banaswadi,1105.0,2.0,57.0,2
978,Banjara Layout,1294.0,2.0,48.0,3
979,Banjara Layout,1200.0,2.0,70.0,2
980,Banjara Layout,1050.0,2.0,64.8,2
981,Banjara Layout,753.0,3.0,59.5,2
982,Banjara Layout,900.0,3.0,79.0,3
983,Banjara Layout,3750.0,5.0,145.0,4
984,Banjara Layout,2500.0,4.0,140.0,3
985,Banjara Layout,1200.0,4.0,105.0,4
987,Bannerghatta,2611.0,3.0,239.0,3
988,Bannerghatta,3012.0,6.0,250.0,4
989,Bannerghatta,3012.0,6.0,268.0,4
990,Bannerghatta,1665.0,3.0,110.0,3
992,Bannerghatta,2370.0,4.0,195.0,3
993,Bannerghatta,1100.0,2.0,66.0,2
994,Bannerghatta,2895.5,2.0,246.0,4
995,Bannerghatta,1113.0,2.0,70.0,2
996,Bannerghatta,1200.0,2.0,73.2,2
997,Bannerghatta,1070.0,2.0,87.0,2
998,Bannerghatta,1776.0,3.0,124.0,3
999,Bannerghatta,1776.0,3.0,150.0,3
1000,Bannerghatta,1320.0,2.0,50.0,2
1001,Bannerghatta,1120.0,2.0,42.5,2
1002,Bannerghatta Road,500.0,1.0,18.5,1
1003,Bannerghatta Road,1050.0,2.0,65.0,2
1004,Bannerghatta Road,1200.0,2.0,125.0,4
1005,Bannerghatta Road,1170.0,2.0,66.0,3
1006,Bannerghatta Road,595.0,1.0,33.32,1
1007,Bannerghatta Road,1445.0,3.0,95.0,3
1008,Bannerghatta Road,1640.0,2.0,120.0,3
1010,Bannerghatta Road,1460.0,2.0,90.0,3
1012,Bannerghatta Road,1179.0,2.0,66.02,2
1013,Bannerghatta Road,1122.5,2.0,58.935,2
1014,Bannerghatta Road,793.0,2.0,45.0,2
1016,Bannerghatta Road,1400.0,2.0,78.0,2
1018,Bannerghatta Road,1215.0,2.0,50.0,2
1019,Bannerghatta Road,1654.0,3.0,100.0,3
1020,Bannerghatta Road,1181.0,2.0,55.0,2
1022,Bannerghatta Road,1200.0,2.0,75.0,2
1024,Bannerghatta Road,595.0,1.0,31.83,1
1025,Bannerghatta Road,1105.0,2.0,51.0,2
1026,Bannerghatta Road,1255.0,2.0,65.26,2
1028,Bannerghatta Road,1550.0,3.0,82.0,3
1030,Bannerghatta Road,1650.0,3.0,122.0,3
1031,Bannerghatta Road,912.0,2.0,55.0,2
1032,Bannerghatta Road,1218.0,2.0,73.0,2
1034,Bannerghatta Road,1115.0,2.0,65.12,2
1036,Bannerghatta Road,1893.0,3.0,100.0,3
1037,Bannerghatta Road,1600.0,3.0,95.0,3
1038,Bannerghatta Road,1275.0,2.0,65.0,2
1039,Bannerghatta Road,892.0,2.0,39.0,2
1041,Bannerghatta Road,1260.0,2.0,70.0,2
1043,Bannerghatta Road,1157.0,2.0,40.0,2
1044,Bannerghatta Road,1150.0,2.0,65.0,2
1046,Bannerghatta Road,1100.0,2.0,39.0,2
1048,Bannerghatta Road,1725.0,3.0,110.0,3
1049,Bannerghatta Road,1850.0,6.0,150.0,6
1051,Bannerghatta Road,950.0,2.0,38.0,2
1052,Bannerghatta Road,1220.0,2.0,80.0,2
1053,Bannerghatta Road,1130.0,2.0,78.0,2
1055,Bannerghatta Road,1486.0,3.0,83.22,3
1057,Bannerghatta Road,1015.0,2.0,48.0,2
1058,Bannerghatta Road,1115.0,2.0,61.0,2
1059,Bannerghatta Road,1136.0,2.0,48.0,2
1060,Bannerghatta Road,2700.0,4.0,260.0,4
1061,Bannerghatta Road,1200.0,2.0,69.0,3
1062,Bannerghatta Road,1465.0,2.0,76.0,3
1063,Bannerghatta Road,1500.0,4.0,239.0,3
1064,Bannerghatta Road,1302.5,2.0,67.73,2
1065,Bannerghatta Road,1200.0,2.0,65.0,2
1066,Bannerghatta Road,1240.0,2.0,65.0,2
1067,Bannerghatta Road,1476.0,3.0,125.0,3
1069,Bannerghatta Road,1532.5,3.0,84.29,3
1071,Bannerghatta Road,1268.0,2.0,69.0,2
1072,Bannerghatta Road,1450.0,2.0,87.0,3
1073,Bannerghatta Road,2932.0,5.0,195.0,4
1076,Bannerghatta Road,960.0,2.0,58.0,2
1077,Bannerghatta Road,1750.0,3.0,130.0,3
1078,Bannerghatta Road,1275.0,2.0,73.0,2
1080,Bannerghatta Road,1240.0,2.0,71.0,2
1082,Bannerghatta Road,1215.0,2.0,68.0,2
1083,Bannerghatta Road,1215.0,2.0,68.0,2
1084,Bannerghatta Road,1894.0,3.0,115.0,3
1086,Bannerghatta Road,1693.0,3.0,89.0,3
1087,Bannerghatta Road,1280.0,2.0,60.16,2
1088,Bannerghatta Road,2500.0,4.0,1400.0,5
1090,Bannerghatta Road,630.0,1.0,35.0,1
1091,Bannerghatta Road,1215.0,2.0,68.0,2
1092,Bannerghatta Road,1365.0,3.0,76.18,3
1093,Bannerghatta Road,1115.0,2.0,78.0,2
1094,Bannerghatta Road,1532.5,3.0,79.465,3
1096,Bannerghatta Road,1655.0,3.0,90.0,3
1097,Bannerghatta Road,1247.0,2.0,47.39,2
1098,Bannerghatta Road,2400.0,4.0,344.0,4
1099,Bannerghatta Road,1237.5,2.0,49.49,2
1100,Bannerghatta Road,1650.0,3.0,94.0,3
1101,Bannerghatta Road,905.0,2.0,65.0,2
1102,Bannerghatta Road,1000.0,2.0,50.0,2
1104,Bannerghatta Road,1012.0,2.0,45.0,2
1106,Bannerghatta Road,1460.0,2.0,80.0,3
1107,Bannerghatta Road,1340.0,2.0,85.0,2
1108,Bannerghatta Road,1711.0,3.0,125.0,3
1109,Bannerghatta Road,1520.0,2.0,81.0,3
1110,Bannerghatta Road,2826.0,3.0,148.0,3
1111,Bannerghatta Road,1115.0,2.0,61.0,2
1112,Bannerghatta Road,1154.0,2.0,47.0,2
1113,Bannerghatta Road,1000.0,2.0,44.5,2
1114,Bannerghatta Road,1250.0,2.0,48.0,2
1115,Bannerghatta Road,1640.0,3.0,105.0,3
1117,Bannerghatta Road,1012.0,2.0,44.0,2
1118,Bannerghatta Road,1527.0,3.0,115.0,3
1121,Bannerghatta Road,1550.0,3.0,96.0,3
1122,Bannerghatta Road,1200.0,2.0,78.0,2
1123,Bannerghatta Road,1885.0,3.0,125.0,3
1125,Bannerghatta Road,1450.0,2.0,78.0,3
1126,Bannerghatta Road,700.0,1.0,31.2,1
1129,Bannerghatta Road,905.0,2.0,58.0,2
1131,Bannerghatta Road,1920.0,3.0,122.0,3
1132,Bannerghatta Road,2400.0,4.0,180.0,4
1134,Bannerghatta Road,1270.0,2.0,45.0,2
1135,Bannerghatta Road,4723.0,4.0,500.0,4
1136,Bannerghatta Road,1520.0,2.0,80.0,3
1137,Bannerghatta Road,1270.0,2.0,73.0,3
1138,Bannerghatta Road,1846.0,3.0,120.0,3
1140,Bannerghatta Road,1122.5,2.0,61.74,2
1141,Bannerghatta Road,1655.0,3.0,95.0,3
1142,Bannerghatta Road,1206.0,2.0,53.0,2
1143,Bannerghatta Road,1150.0,2.0,55.0,2
1144,Bannerghatta Road,1215.0,2.0,65.0,2
1145,Bannerghatta Road,1510.0,2.0,110.0,3
1146,Bannerghatta Road,1022.0,2.0,35.0,2
1147,Bannerghatta Road,1246.0,2.0,47.35,2
1148,Bannerghatta Road,1470.0,2.0,85.0,3
1149,Bannerghatta Road,1160.0,2.0,45.0,2
1150,Bannerghatta Road,970.0,2.0,57.0,2
1151,Bannerghatta Road,1527.0,3.0,142.0,3
1153,Basavangudi,2337.0,4.0,292.0,3
1154,Basavangudi,2350.0,3.0,300.0,3
1155,Basavangudi,1500.0,2.0,143.0,3
1157,Basavangudi,600.0,1.0,97.5,1
1158,Basavangudi,2150.0,3.0,265.0,3
1159,Basavangudi,1036.0,2.0,105.0,2
1162,Basavangudi,2300.0,3.0,317.0,3
1163,Basavangudi,1600.0,2.0,160.0,3
1164,Basavangudi,1560.0,2.0,145.0,2
1165,Basavangudi,1825.0,3.0,175.0,3
1166,Basavangudi,1800.0,3.0,195.0,3
1167,Basavangudi,1100.0,2.0,93.0,2
1168,Basavangudi,670.0,1.0,50.0,1
1170,Basavangudi,1050.0,2.0,103.0,2
1171,Basavangudi,1350.0,2.0,130.0,3
1172,Basavangudi,1485.0,3.0,140.0,3
1173,Basavangudi,1180.0,2.0,124.0,2
1175,Basavangudi,1200.0,2.0,120.0,2
1177,Basavangudi,1230.0,2.0,80.0,2
1178,Basavangudi,2350.0,3.0,300.0,3
1179,Basavangudi,2453.0,3.0,250.0,4
1181,Basaveshwara Nagar,1200.0,2.0,65.0,2
1182,Basaveshwara Nagar,4500.0,5.0,415.0,5
1183,Basaveshwara Nagar,1865.0,3.0,145.0,3
1184,Basaveshwara Nagar,2460.0,7.0,350.0,7
1185,Basaveshwara Nagar,2400.0,5.0,415.0,5
1186,Basaveshwara Nagar,1200.0,2.0,90.0,2
1187,Basaveshwara Nagar,2400.0,4.0,310.0,5
1188,Basaveshwara Nagar,1200.0,2.0,80.0,2
1189,Basaveshwara Nagar,900.0,2.0,60.0,2
1190,Basaveshwara Nagar,2520.0,4.0,378.0,5
1191,Basaveshwara Nagar,1900.0,3.0,150.0,3
1192,Basaveshwara Nagar,1200.0,2.0,85.0,2
1193,Basaveshwara Nagar,1200.0,2.0,70.0,2
1194,Basaveshwara Nagar,1200.0,1.0,180.0,2
1195,Basaveshwara Nagar,1200.0,3.0,190.0,3
1196,Battarahalli,1200.0,2.0,65.0,2
1197,Battarahalli,1779.0,3.0,89.61,3
1198,Battarahalli,1300.0,2.0,50.0,2
1199,Battarahalli,1945.0,3.0,97.42,3
1200,Battarahalli,1777.0,3.0,100.0,3
1201,Battarahalli,1135.0,2.0,43.0,2
1202,Battarahalli,1276.0,2.0,45.0,2
1203,Battarahalli,1880.0,3.0,94.36,3
1204,Battarahalli,1071.0,2.0,62.0,2
1205,Battarahalli,1165.0,2.0,43.0,2
1206,Battarahalli,600.0,1.0,47.0,1
1207,Battarahalli,1636.0,2.0,82.89,2
1208,Battarahalli,1779.0,3.0,90.0,3
1210,Battarahalli,1090.0,2.0,38.37,2
1211,Battarahalli,2082.0,3.0,104.0,3
1214,Battarahalli,1590.0,2.0,102.0,2
1215,Battarahalli,2024.0,3.0,103.0,3
1216,Battarahalli,1097.0,2.0,49.0,2
1218,Begur,1419.0,2.0,59.0,3
1219,Begur,1580.0,3.0,75.0,3
1220,Begur,1550.0,4.0,130.0,4
1221,Begur,1559.0,3.0,63.0,3
1222,Begur,1445.0,2.0,47.1,3
1223,Begur,1475.0,2.0,74.0,3
1224,Begur,3500.0,4.0,185.0,3
1225,Begur,1100.0,2.0,55.0,2
1226,Begur,1306.0,2.0,65.0,2
1227,Begur,1304.0,3.0,65.0,3
1228,Begur,1411.0,2.0,60.0,3
1229,Begur,815.0,2.0,40.0,2
1230,Begur,1443.0,2.0,70.0,3
1231,Begur,1200.0,2.0,33.0,2
1232,Begur Road,1200.0,2.0,44.0,2
1233,Begur Road,1358.0,2.0,80.58,2
1234,Begur Road,1200.0,2.0,46.8,2
1235,Begur Road,1160.0,2.0,44.0,2
1236,Begur Road,1584.0,3.0,65.0,3
1239,Begur Road,1200.0,2.0,43.2,2
1240,Begur Road,1160.0,2.0,44.08,2
1241,Begur Road,1200.0,2.0,45.0,2
1243,Begur Road,1410.0,2.0,53.0,3
1244,Begur Road,1200.0,2.0,37.8,2
1245,Begur Road,970.0,2.0,27.0,2
1246,Begur Road,1160.0,2.0,40.59,2
1247,Begur Road,1260.0,2.0,46.62,2
1249,Begur Road,1634.0,3.0,83.33,3
1251,Begur Road,1160.0,2.0,36.0,2
1252,Begur Road,1500.0,2.0,70.0,3
1253,Begur Road,1160.0,2.0,42.0,2
1254,Begur Road,1240.0,2.0,39.06,2
1255,Begur Road,1200.0,2.0,45.0,2
1259,Begur Road,1583.0,3.0,74.4,3
1260,Begur Road,1170.0,2.0,46.0,2
1261,Begur Road,2462.0,4.0,124.0,4
1262,Begur Road,1160.0,2.0,42.92,2
1265,Begur Road,2462.0,6.0,150.0,4
1266,Begur Road,1225.0,2.0,35.52,2
1267,Begur Road,1565.0,2.0,59.76,3
1268,Begur Road,1160.0,2.0,42.0,2
1270,Begur Road,1410.0,2.0,53.58,3
1271,Begur Road,1200.0,2.0,45.0,2
1272,Begur Road,1200.0,2.0,42.6,2
1273,Begur Road,1160.0,2.0,42.0,2
1274,Begur Road,1334.0,2.0,42.69,2
1275,Begur Road,2400.0,4.0,152.0,4
